PHONE_NUMBER,ACTIVATION_DATE,DEACTIVATION_DATE
676,1999-01-27,1999-02-09
732,1998-11-05,1998-11-25
140,1999-10-23,1999-11-12
30,1998-06-27,1998-07-15
390,1998-11-23,1998-12-08
209,2000-09-30,2000-10-10
211,1997-09-21,1997-10-05
901,1998-05-01,1998-05-19
291,1999-06-27,1999-07-04
294,1999-06-29,1999-07-26
809,1995-09-09,1995-09-15
86,1995-11-28,1995-12-22
839,1998-02-27,1998-03-11
792,1997-05-13,1997-05-23
777,1997-10-23,1997-11-03
119,1999-10-20,1999-10-27
758,1998-02-18,1998-03-01
735,1996-07-22,1996-08-04
705,1996-11-28,1996-12-22
553,1995-12-22,1996-01-07
156,1998-03-07,1998-03-28
647,1997-12-14,1998-01-11
972,1996-02-23,1996-03-01
399,1997-08-10,1997-08-23
535,1999-10-31,1999-11-23
986,1999-04-27,1999-05-04
272,1997-02-08,1997-03-04
579,1999-06-28,1999-07-23
93,1998-08-02,1998-08-18
597,1996-05-09,1996-05-23
74,1998-07-22,1998-08-18
171,1997-09-18,1997-10-13
401,1997-11-07,1997-11-28
174,1996-05-13,1996-05-18
747,1998-04-25,1998-05-08
959,1999-07-19,1999-08-05
257,1998-04-15,1998-04-27
326,1997-09-28,1997-10-01
893,1998-02-25,1998-03-23
775,1999-02-08,1999-02-20
630,2000-07-20,2017-12-30
927,1996-10-21,1996-11-01
293,1995-07-10,1995-07-24
506,1997-09-02,1997-10-02
484,1998-07-13,1998-07-25
354,1998-11-07,1998-12-07
436,1999-01-09,1999-01-23
12,1997-03-27,1997-04-11
721,1995-11-28,1995-12-20
541,2000-02-28,2000-03-11
927,1997-03-30,1997-04-04
638,1996-09-15,1996-10-01
688,1999-06-23,1999-07-22
48,1997-07-08,1997-07-19
965,1995-08-01,1995-08-23
714,1999-11-04,1999-11-12
122,1996-01-21,1996-02-17
186,1997-05-17,1997-05-31
339,1999-03-12,1999-04-07
128,1996-10-24,1996-11-13
808,1995-10-06,1995-11-03
508,1999-09-07,1999-09-14
160,1999-05-21,1999-06-10
569,2000-01-30,2000-02-18
228,1997-01-13,1997-02-04
502,1996-01-21,1996-02-19
190,1997-11-12,1997-11-29
869,1998-05-29,1998-05-31
54,1999-08-28,1999-09-10
968,1998-01-25,1998-02-19
894,1995-09-04,1995-09-05
485,1998-03-18,1998-03-23
209,1996-10-05,1996-10-26
184,1997-01-05,1997-01-20
474,1995-11-03,1995-11-29
160,1996-03-17,1996-04-06
471,1997-01-15,1997-01-26
104,1998-11-05,1998-12-03
746,1998-07-20,1998-07-27
383,1995-08-28,1995-09-01
376,1999-08-25,1999-09-19
695,1999-09-19,1999-10-08
945,1996-06-10,1996-07-09
228,1996-03-17,1996-03-23
782,1999-12-15,1999-12-21
444,1998-04-24,1998-05-15
13,1997-01-31,1997-02-16
962,1997-11-13,1997-11-15
210,1996-07-19,1996-07-27
209,1998-03-21,1998-04-13
148,1997-09-05,1997-09-30
541,1998-06-30,1998-07-22
671,1998-05-17,1998-05-27
157,1998-08-11,1998-09-07
652,1997-10-10,1997-11-05
446,1996-02-01,1996-02-08
220,1998-05-15,1998-05-22
429,1999-11-23,1999-12-04
12,1999-11-30,1999-12-19
865,2000-02-14,2000-02-28
238,1995-08-19,1995-08-25
748,1999-08-25,1999-09-12
977,1997-07-11,1997-07-13
435,1998-05-29,1998-06-12
591,1996-11-13,1996-11-27
340,1996-11-25,1996-11-28
878,1998-09-15,1998-09-22
996,1996-12-07,1997-01-04
360,1997-04-16,1997-05-13
227,1999-08-27,1999-09-24
445,1999-11-05,1999-11-18
406,1996-12-14,1996-12-30
125,1999-04-04,1999-04-12
80,1999-02-02,1999-03-01
879,1999-10-25,1999-11-18
992,1997-10-03,1997-10-04
82,1996-06-13,1996-07-09
331,1996-11-19,1996-11-25
237,1999-02-01,1999-02-23
135,1999-07-24,1999-08-11
319,1997-06-29,1997-07-18
151,1997-04-11,1997-04-13
520,1997-09-18,1997-09-28
500,1996-06-19,1996-07-14
385,1996-10-17,1996-11-06
208,1997-05-07,1997-05-09
903,1997-06-14,1997-06-21
138,1996-05-26,1996-06-15
631,1997-11-11,1997-12-06
851,1996-05-18,1996-06-07
845,1998-09-11,1998-09-20
534,1995-06-25,1995-07-24
387,2000-05-17,2000-06-01
377,1996-10-06,1996-10-18
111,1999-11-21,1999-12-11
191,1998-09-08,1998-10-04
129,1999-10-22,1999-11-21
966,1998-05-17,1998-06-03
636,1999-09-29,1999-10-24
177,1999-05-28,1999-06-22
316,1999-04-13,1999-04-14
453,1997-09-22,1997-10-19
927,1999-02-20,1999-02-25
970,2000-02-14,2000-03-05
149,1998-11-17,1998-12-01
715,1999-03-16,1999-04-10
596,1999-10-29,1999-11-15
387,1996-12-14,1997-01-04
702,1998-03-02,1998-03-29
736,1999-03-07,1999-03-26
590,1998-07-08,1998-07-14
424,1997-04-24,1997-05-13
423,1996-01-28,1996-01-30
185,1998-01-14,1998-01-28
462,1997-08-07,1997-08-15
372,1996-10-14,1996-10-16
308,1995-10-12,1995-10-31
694,1998-08-12,1998-09-03
364,1999-09-28,1999-10-09
525,1999-12-25,2000-01-19
640,1996-10-26,1996-11-08
122,2000-01-18,2000-02-07
932,1999-05-18,1999-05-20
987,1999-03-22,1999-04-01
515,1996-05-27,1996-06-20
860,2000-07-18,2000-08-16
131,2000-02-06,2000-03-06
586,1997-06-20,1997-07-08
954,1998-05-21,1998-05-29
755,1997-11-06,1997-12-04
144,1996-06-01,1996-06-03
53,1999-08-17,1999-09-07
243,1999-10-17,1999-11-16
616,2000-01-18,2000-02-15
376,1999-09-21,2017-12-29
368,1996-05-01,1996-05-24
492,1999-04-03,1999-04-13
688,1997-12-14,1997-12-24
151,1999-11-07,1999-11-13
79,1997-03-24,1997-03-31
14,1996-06-06,1996-07-05
688,1999-12-21,2000-01-13
83,1996-11-25,1996-11-30
107,1997-09-13,1997-09-22
411,1996-05-03,1996-05-20
528,2000-04-29,2000-05-28
638,1999-05-21,1999-06-01
218,1999-09-07,1999-09-10
380,1996-06-01,1996-06-29
53,1999-10-13,1999-10-23
175,1997-08-01,1997-08-19
447,1999-12-31,2000-01-28
564,1999-01-13,1999-02-11
834,1997-04-26,1997-05-21
560,1996-10-18,1996-11-13
385,1996-11-06,1996-11-21
21,1999-09-22,1999-10-10
955,1999-03-27,1999-04-25
421,1998-10-31,1998-11-01
104,1996-10-11,1996-11-07
429,1998-01-28,1998-02-10
296,1996-08-12,1996-09-03
449,1998-01-21,1998-01-22
165,1998-12-05,1998-12-24
399,1999-03-13,1999-03-15
781,1998-01-24,1998-02-16
537,1997-09-24,1997-10-11
86,1999-09-24,1999-10-14
354,1998-01-23,1998-02-02
394,2000-01-18,2000-02-14
3,1998-01-18,1998-02-04
939,1999-02-02,1999-02-25
5,1997-11-17,1997-12-14
31,1999-09-22,1999-10-08
268,1996-08-19,1996-08-24
999,1999-11-16,1999-12-04
96,1999-05-30,1999-06-20
851,1996-03-08,1996-04-01
393,1998-08-28,1998-09-22
749,1997-08-15,1997-09-08
878,1998-02-04,1998-02-25
340,1995-12-27,1996-01-20
353,1995-11-24,1995-11-29
90,1999-06-02,1999-06-21
874,1999-05-14,1999-05-23
688,1997-02-08,1997-02-25
314,1997-04-06,1997-04-14
561,1996-04-23,1996-04-25
190,1998-02-25,1998-03-12
737,2000-12-15,2001-01-11
978,1999-04-20,1999-05-12
304,1997-11-09,1997-11-13
980,1997-12-06,1997-12-17
61,1999-04-09,1999-04-20
593,1995-10-03,1995-10-21
66,1999-09-18,1999-09-21
383,1997-01-19,1997-02-07
838,1997-09-16,1997-09-18
503,1999-01-29,1999-02-27
375,1998-10-26,1998-11-11
293,1997-09-13,1997-10-10
322,1997-06-02,1997-07-02
911,1998-06-06,1998-06-18
28,1997-04-13,1997-04-28
909,1999-11-26,1999-12-01
761,1998-10-19,1998-11-06
966,1998-09-13,1998-10-12
217,2000-06-29,2000-07-15
836,1998-06-26,1998-07-26
127,1997-02-18,1997-02-21
468,1999-04-16,1999-05-15
633,1995-10-05,1995-10-19
489,1997-03-10,1997-04-02
925,1996-08-04,1996-08-17
681,1998-04-10,1998-05-05
480,1998-02-21,1998-03-18
106,1996-09-10,1996-10-06
372,1998-12-21,1999-01-12
106,2000-01-29,2000-02-13
66,1998-06-03,1998-06-09
383,1997-07-31,1997-08-18
348,1998-01-01,1998-01-25
254,2000-01-07,2000-01-13
614,1997-04-19,1997-05-02
162,1996-04-24,1996-05-08
109,1997-03-22,1997-04-06
572,1998-11-27,1998-12-10
611,1997-04-08,1997-04-16
115,2000-05-04,2000-05-13
493,1997-03-02,1997-03-30
723,1999-08-26,1999-09-24
660,1996-05-02,1996-05-10
986,2000-01-01,2000-01-09
483,1999-10-11,1999-11-08
50,1998-11-11,1998-12-08
301,1997-03-16,1997-03-30
325,1999-12-16,1999-12-30
74,1999-04-07,1999-04-26
843,1996-01-30,1996-02-29
351,1999-04-01,1999-04-14
141,1995-11-03,1995-11-23
162,1999-12-12,2000-01-09
930,2000-01-10,2000-02-02
424,1998-06-21,1998-07-16
64,2000-03-27,2000-04-05
381,1998-02-18,1998-03-02
446,1998-04-03,1998-05-03
237,1997-04-23,1997-05-02
459,1998-05-15,1998-06-11
856,1997-12-22,1998-01-17
380,1999-06-20,1999-07-13
58,1995-10-17,1995-11-10
600,1998-02-28,1998-03-19
108,1997-03-08,1997-04-02
515,1998-09-14,1998-09-15
86,1996-09-24,1996-10-03
356,1995-10-05,1995-10-29
92,1999-06-18,1999-07-15
364,1998-09-01,1998-09-08
216,2000-07-05,2000-07-13
980,1996-05-21,1996-05-25
399,1998-05-15,1998-06-08
797,1997-10-07,1997-11-02
51,1997-08-10,1997-08-17
581,1998-12-09,1999-01-08
673,1996-04-22,1996-05-10
34,1996-12-21,1996-12-24
134,2000-04-01,2000-04-21
962,1996-04-10,1996-04-26
716,1997-10-26,1997-11-05
575,1995-11-16,1995-11-25
664,1998-10-14,1998-10-15
531,1996-06-22,1996-07-22
452,1998-08-27,1998-09-14
118,1997-04-28,1997-05-18
401,1997-01-29,1997-02-25
657,1995-11-11,1995-11-25
619,1999-08-06,1999-08-23
156,1998-02-22,1998-03-03
551,1999-06-25,1999-07-11
904,1998-01-25,1998-02-17
965,1996-07-31,1996-08-20
842,1997-01-21,1997-02-19
807,1998-06-05,1998-06-27
698,1995-07-21,1995-08-15
512,1999-06-08,1999-07-06
314,1998-01-24,1998-02-16
959,1996-05-14,1996-06-08
907,1996-11-24,1996-12-10
868,1997-04-01,1997-04-05
715,1998-04-22,1998-05-04
381,1995-12-05,1996-01-04
352,1998-07-08,1998-07-19
309,1996-04-16,1996-05-11
903,1999-10-30,2017-12-30
263,1996-02-22,1996-02-24
50,1999-07-04,1999-07-21
111,1996-03-23,1996-04-20
830,1999-09-10,1999-10-07
442,1995-08-25,1995-09-18
333,1995-11-13,1995-12-06
95,1995-12-04,1995-12-21
763,1996-09-06,1996-09-12
558,1997-02-01,1997-02-02
42,2000-03-09,2000-04-07
394,1998-06-15,1998-07-09
627,2000-06-05,2017-12-28
907,1998-02-27,1998-03-23
670,1997-09-08,1997-09-19
399,1999-01-08,1999-01-16
293,1995-09-15,1995-09-16
930,1999-01-04,1999-01-27
637,1999-10-31,1999-11-08
279,1999-07-27,1999-08-18
333,1997-08-02,1997-08-07
642,1997-02-22,1997-03-16
498,1998-03-10,1998-03-29
982,1999-07-11,1999-07-17
771,1998-12-08,1998-12-13
253,1999-03-31,1999-04-21
792,1997-02-09,1997-03-05
611,1997-11-25,1997-12-13
606,1999-05-01,1999-05-27
166,1996-12-19,1996-12-28
903,1996-08-07,1996-08-09
821,1997-01-09,1997-02-01
702,1997-06-21,1997-06-23
414,2000-02-19,2000-03-11
244,1996-03-14,1996-04-09
710,1996-04-28,1996-05-06
64,1998-01-14,1998-01-15
128,1997-08-21,1997-09-04
104,1995-09-07,1995-09-18
486,1996-09-01,1996-09-22
989,1998-07-11,1998-07-24
668,1999-09-30,1999-10-16
520,1995-08-26,1995-09-09
549,1998-11-07,1998-11-09
590,1997-10-29,1997-11-26
278,2000-03-06,2000-03-31
41,1998-04-11,1998-04-17
980,1998-06-01,1998-06-08
547,1997-05-09,1997-06-06
92,1999-08-20,1999-08-28
235,1999-04-23,1999-04-29
425,1998-11-20,1998-11-22
373,1996-10-12,1996-11-06
108,1998-08-27,1998-09-17
789,2000-06-08,2000-06-20
819,1999-12-01,1999-12-12
624,1995-11-01,1995-11-18
717,2000-01-16,2000-01-24
588,1998-07-23,1998-08-06
575,1996-02-29,1996-03-20
490,1996-06-29,1996-07-11
210,1999-07-13,1999-08-10
997,1995-11-04,1995-11-18
684,1998-10-19,1998-11-04
927,2000-02-02,2017-12-30
346,1998-07-09,1998-07-14
389,1998-12-19,1998-12-28
659,2000-02-17,2017-12-29
271,2000-02-22,2000-03-18
748,1996-07-13,1996-08-10
712,1997-01-08,1997-01-29
379,1996-11-28,1996-12-03
991,1998-07-25,1998-08-18
902,1996-03-19,1996-03-26
96,1996-07-31,1996-08-26
429,1998-01-04,1998-01-23
86,1999-07-15,1999-07-29
663,2000-03-07,2000-03-18
410,1997-05-03,1997-05-28
811,1999-06-10,1999-07-05
411,1996-04-12,1996-04-25
664,1996-11-26,1996-12-22
158,1997-06-06,1997-06-13
394,1999-12-12,1999-12-15
907,2000-02-02,2000-02-29
578,1998-06-10,1998-07-05
233,1996-07-01,1996-07-10
612,1999-06-13,1999-06-27
296,1997-07-06,1997-08-03
9,1997-06-30,1997-07-23
624,1997-01-15,1997-01-20
219,1996-07-15,1996-07-28
511,1998-11-03,1998-12-03
211,1999-09-15,1999-10-13
542,1996-03-08,1996-03-27
37,1996-09-12,1996-09-14
46,1996-03-27,1996-04-09
828,1997-08-09,1997-08-12
467,1997-09-06,1997-09-12
66,1996-04-01,1996-04-17
597,1998-08-27,1998-09-26
356,1998-10-14,1998-11-03
512,1996-10-21,1996-11-16
827,1997-01-26,1997-02-09
523,1995-11-02,1995-12-01
626,2000-06-04,2000-06-08
317,1999-06-05,1999-06-12
365,1997-08-21,1997-09-03
642,1996-05-21,1996-05-23
173,1996-07-09,1996-08-08
141,1999-05-16,1999-06-06
226,1999-08-11,1999-09-09
84,1998-12-10,1998-12-27
474,1996-09-01,1996-09-19
357,1998-05-08,1998-05-25
166,1996-12-28,1997-01-22
694,1997-09-30,1997-10-14
428,1998-03-04,1998-03-09
594,1996-07-31,1996-08-25
292,1999-03-03,1999-03-07
443,1998-01-04,1998-01-27
122,1997-10-26,1997-11-16
115,1998-02-21,1998-02-28
155,1999-01-03,1999-02-01
673,1999-01-18,1999-01-25
783,1997-11-29,1997-12-01
31,1997-05-07,1997-05-14
770,1996-11-24,1996-12-08
320,1995-11-11,1995-11-28
382,1999-02-04,1999-02-13
123,1998-01-05,1998-02-04
360,1998-01-20,1998-02-17
525,1999-09-05,1999-10-02
89,2000-04-26,2000-05-09
577,1999-09-09,1999-09-22
499,1999-07-09,1999-07-31
155,1999-12-11,1999-12-28
719,1995-11-30,1995-12-03
279,1996-08-07,1996-09-01
155,1996-02-27,1996-02-28
939,1996-09-07,1996-10-03
440,1997-11-06,1997-11-30
701,1996-01-03,1996-01-07
803,1999-04-25,1999-05-23
461,1995-10-17,1995-11-10
380,2000-01-21,2000-01-22
203,1997-06-26,1997-07-02
621,1998-11-04,1998-11-09
804,1996-11-03,1996-11-04
465,1997-09-09,1997-09-19
96,1998-10-28,1998-11-03
35,1995-09-19,1995-09-21
826,1997-05-29,1997-06-08
689,1999-09-12,1999-10-10
502,1996-04-22,1996-05-04
191,1996-08-09,1996-08-16
217,1999-04-06,1999-04-13
335,2000-04-19,2000-05-06
40,1999-03-11,1999-03-24
846,1995-10-14,1995-10-29
474,1999-07-22,1999-07-30
741,1999-10-28,1999-11-18
126,1999-12-16,1999-12-23
207,1997-05-02,1997-05-21
957,1997-07-22,1997-08-04
686,1997-01-06,1997-01-24
397,1999-10-30,1999-11-11
123,1996-08-30,1996-09-09
772,1999-08-10,1999-08-20
416,1999-12-01,1999-12-20
402,1998-04-12,1998-05-08
772,1996-08-12,1996-09-04
305,1998-06-07,1998-06-17
240,2000-08-22,2017-12-30
98,1999-05-15,1999-05-24
56,1995-07-27,1995-08-13
830,1996-06-03,1996-07-03
446,1997-09-23,1997-10-19
482,1999-12-04,1999-12-23
428,1998-12-15,1998-12-26
591,1998-12-12,1998-12-28
128,1996-11-22,1996-12-06
67,1999-12-29,2000-01-24
582,1998-05-17,1998-05-31
26,1997-05-26,1997-06-03
824,1997-08-29,1997-09-05
930,2000-11-09,2000-12-02
657,1996-08-01,1996-08-03
250,1995-11-20,1995-12-16
535,1999-08-10,1999-09-01
132,1997-08-24,1997-09-13
167,1998-10-15,1998-10-29
205,1999-05-30,1999-06-14
884,1996-01-30,1996-02-25
780,2000-09-04,2000-09-18
159,1999-10-06,1999-10-15
334,2000-03-23,2000-03-28
757,1999-06-03,1999-06-16
199,1999-04-15,1999-05-09
13,1997-10-02,1997-10-29
419,1998-02-16,1998-03-11
810,1996-06-14,1996-06-29
579,1997-04-03,1997-04-21
241,1996-02-16,1996-03-11
979,2000-06-14,2000-06-15
652,1996-07-05,1996-07-25
90,1999-05-16,1999-06-02
461,1998-05-24,1998-06-17
335,1998-06-05,1998-07-02
238,1996-03-22,1996-03-27
691,1997-05-18,1997-06-14
802,1996-08-16,1996-08-27
514,1996-04-07,1996-04-23
622,1998-04-27,1998-04-29
46,1998-01-13,1998-02-04
152,1996-02-21,1996-02-25
509,1999-01-14,1999-02-09
592,1998-11-16,1998-12-09
142,1997-05-28,1997-06-26
223,1999-11-27,2017-12-29
705,2000-03-20,2000-04-10
337,1998-08-26,1998-09-16
166,1996-06-25,1996-07-02
852,1996-03-18,1996-03-23
314,1997-07-13,1997-08-01
269,1999-12-08,2000-01-05
469,1999-01-05,1999-01-29
484,1997-11-24,1997-11-27
616,1998-11-01,1998-11-09
25,1997-04-04,1997-04-09
241,1998-10-02,1998-10-20
607,1997-09-26,1997-10-12
747,1996-05-29,1996-06-01
503,1999-10-01,1999-10-22
446,1999-02-23,1999-03-15
657,1999-07-06,1999-07-25
410,1998-03-19,1998-04-06
315,1996-12-28,1997-01-10
685,1998-11-11,1998-12-05
992,1997-09-25,1997-10-03
548,1999-05-17,1999-06-04
749,1997-07-30,1997-08-05
55,1996-07-16,1996-07-21
657,1997-05-07,1997-06-03
325,1999-05-09,1999-05-27
324,1999-02-11,1999-02-12
452,1997-05-01,1997-05-18
643,1997-04-16,1997-05-05
542,1996-02-22,1996-02-25
621,1997-07-17,1997-07-19
190,1999-01-24,1999-02-01
40,1996-02-03,1996-02-27
430,1999-11-02,1999-11-10
496,1995-12-23,1996-01-09
14,1996-04-04,1996-04-07
498,1995-10-14,1995-10-22
745,1998-10-27,1998-11-14
174,1996-03-10,1996-03-21
829,1996-06-22,1996-07-05
676,1998-05-13,1998-05-21
482,1997-01-05,1997-01-31
244,1997-02-20,1997-02-25
181,1998-01-25,1998-02-05
348,1997-03-27,1997-04-07
89,1998-01-21,1998-02-06
335,1996-11-18,1996-12-01
920,1997-03-05,1997-03-17
793,1996-04-24,1996-05-24
266,1996-08-10,1996-09-02
430,1999-04-02,1999-04-26
895,2000-03-20,2000-03-24
587,1998-05-03,1998-05-22
99,2000-01-25,2000-02-21
878,1998-03-10,1998-03-12
14,1997-11-18,1997-12-14
991,1999-04-27,1999-05-10
371,1996-06-09,1996-07-07
431,1997-01-31,1997-02-14
969,1997-11-10,1997-11-19
92,1997-11-25,1997-12-24
594,1997-11-17,1997-11-25
695,1999-03-14,1999-04-02
665,1999-08-19,1999-08-29
663,1998-10-21,1998-11-07
687,1997-01-01,1997-01-14
352,1998-03-02,1998-03-11
315,1996-03-30,1996-04-23
955,1998-05-29,1998-06-01
428,1995-11-24,1995-12-06
750,1997-06-04,1997-07-01
682,1998-03-15,1998-03-30
98,1997-01-14,1997-01-25
833,1997-01-05,1997-01-08
437,1998-12-06,1998-12-09
587,1999-03-27,1999-03-31
166,1999-10-20,1999-11-02
291,1999-01-02,1999-01-03
308,1996-07-21,1996-08-13
982,1998-10-15,1998-11-06
40,1997-01-12,1997-01-28
15,1997-10-14,1997-10-20
86,1995-09-03,1995-09-18
880,1996-05-16,1996-05-28
175,1998-03-13,1998-03-21
496,1995-12-12,1995-12-16
214,1999-03-16,1999-03-28
525,1998-02-27,1998-03-06
14,1996-12-22,1997-01-15
113,1999-02-07,1999-02-09
990,1997-03-30,1997-04-22
242,1999-03-07,1999-04-05
249,1998-06-03,1998-07-02
148,1996-09-07,1996-10-07
973,1998-12-03,1998-12-24
405,1999-11-27,1999-12-21
631,2000-08-21,2000-09-15
253,1997-02-19,1997-03-10
833,1999-03-25,1999-04-24
214,2000-03-03,2000-03-11
891,1997-03-28,1997-04-08
78,1995-08-30,1995-09-07
900,1999-01-05,1999-02-02
344,1997-09-14,1997-09-18
652,1999-04-12,1999-04-15
398,1996-08-29,1996-09-21
937,1995-11-08,1995-12-06
267,1997-07-10,1997-07-26
109,2000-07-29,2000-08-04
647,2000-02-18,2000-03-09
1000,1998-07-13,1998-08-03
725,1999-03-17,1999-04-06
989,1998-08-08,1998-08-28
475,1999-12-15,1999-12-26
924,1997-03-21,1997-04-14
363,1996-05-15,1996-06-12
976,1999-05-11,1999-05-23
116,1998-12-01,1998-12-29
146,2000-01-19,2000-02-06
907,1996-04-04,1996-04-13
40,1998-04-02,1998-04-26
864,1999-10-16,1999-11-10
82,1997-07-18,1997-07-25
714,1997-01-19,1997-02-14
688,1996-04-15,1996-05-02
73,1997-06-19,1997-07-09
83,1997-01-14,1997-02-02
57,1998-05-15,1998-06-09
17,1997-03-12,1997-04-03
683,1998-09-07,1998-09-17
879,1998-04-16,1998-05-09
503,1997-01-15,1997-01-24
562,1998-11-06,1998-11-08
992,1999-09-16,1999-10-03
608,1997-06-04,1997-06-14
489,1995-08-06,1995-09-03
235,1996-11-07,1996-11-25
491,1997-02-18,1997-02-26
983,1997-12-12,1997-12-22
164,1999-03-15,1999-04-06
82,1997-01-05,1997-01-17
657,1995-11-25,1995-12-20
228,1998-09-27,1998-10-07
348,1998-12-02,1998-12-27
250,1998-03-31,1998-04-15
376,1997-01-28,1997-02-23
131,1997-02-17,1997-03-07
792,1998-10-21,1998-11-12
331,1998-12-17,1998-12-27
997,1999-08-04,1999-08-07
144,2000-05-18,2000-05-22
299,1995-11-28,1995-12-21
503,1998-04-26,1998-05-02
541,1997-02-24,1997-03-08
669,1996-09-03,1996-09-20
725,1996-08-07,1996-08-16
330,1996-08-02,1996-08-28
62,1997-01-15,1997-02-12
421,1999-08-12,1999-08-23
834,1996-07-26,1996-08-12
231,1995-10-05,1995-10-26
270,1996-12-01,1996-12-23
412,1998-02-11,1998-03-11
120,1999-01-01,1999-01-07
711,1996-03-25,1996-04-19
45,1997-12-29,1998-01-26
255,1999-01-15,1999-01-25
352,1998-05-13,1998-05-25
224,1998-03-15,1998-03-20
763,1999-01-31,1999-02-17
440,1999-07-11,1999-07-30
446,1995-12-19,1995-12-27
197,1997-11-07,1997-11-29
464,1998-05-09,1998-05-28
506,2000-07-12,2000-08-01
324,1997-01-11,1997-01-20
310,1997-07-25,1997-08-01
725,1999-02-09,1999-02-19
313,1999-08-01,1999-08-14
583,2000-01-31,2000-02-21
556,1998-02-28,1998-03-05
66,1999-05-05,1999-06-03
29,1997-07-25,1997-08-12
828,1996-10-17,1996-10-25
838,1996-11-18,1996-12-05
216,2000-11-11,2000-11-23
30,1997-11-03,1997-11-10
750,1997-09-02,1997-10-02
218,1998-10-31,1998-11-08
829,1996-09-21,1996-10-05
296,1998-03-03,1998-03-15
643,1996-05-10,1996-05-13
786,2000-05-01,2000-05-04
505,1995-08-29,1995-09-01
745,1999-07-10,1999-07-27
70,1999-01-31,1999-02-13
907,1996-04-01,1996-04-04
75,1999-11-24,1999-12-01
58,1999-06-06,1999-07-06
136,1995-09-02,1995-09-21
857,1999-10-01,1999-10-08
778,1999-12-14,1999-12-25
195,1997-01-15,1997-02-12
341,2000-01-17,2000-02-16
743,1999-11-07,1999-12-03
455,1999-12-07,1999-12-23
529,1996-07-24,1996-08-15
944,1999-10-18,1999-10-23
620,1996-05-16,1996-06-07
146,1997-11-02,1997-11-03
9,1996-01-09,1996-01-30
382,1997-05-30,1997-06-22
174,1996-12-13,1996-12-28
499,1996-05-16,1996-06-12
992,1998-04-15,1998-04-26
662,1998-08-18,1998-08-28
806,1996-11-11,1996-11-24
413,2000-04-22,2000-05-09
950,1997-10-26,1997-11-23
655,1998-03-06,1998-03-18
741,1999-04-24,1999-05-06
843,2000-04-17,2000-05-09
427,1997-01-21,1997-01-25
398,1998-09-12,1998-09-26
415,1999-07-08,1999-07-27
299,1999-10-29,1999-10-31
306,1998-12-13,1998-12-16
702,1996-08-01,1996-08-28
214,1996-05-10,1996-06-04
351,1998-08-11,1998-09-06
546,1996-06-16,1996-06-27
195,1998-07-19,1998-07-22
835,1997-12-14,1998-01-08
92,2000-07-13,2000-07-16
644,1999-07-07,1999-07-26
973,1999-09-05,1999-09-16
749,1996-02-01,1996-02-18
884,1996-05-05,1996-05-07
950,1998-09-20,1998-09-22
22,2000-02-19,2000-02-22
650,1998-12-15,1999-01-04
231,1998-08-14,1998-08-21
803,1996-05-08,1996-05-13
302,2000-02-14,2000-02-20
46,1996-11-07,1996-12-07
505,1997-11-05,1997-11-30
453,1999-10-30,1999-11-18
488,1995-10-02,1995-10-26
877,1996-08-08,1996-08-18
969,1999-05-26,1999-06-04
584,1995-11-24,1995-12-08
726,1996-12-26,1997-01-13
272,1995-09-03,1995-09-22
450,1998-06-28,1998-07-17
634,1999-02-09,1999-02-10
356,1998-11-03,1998-11-16
670,1998-06-10,1998-06-29
262,1999-11-14,2017-12-28
826,1998-11-08,1998-11-29
627,1999-08-04,1999-09-02
340,1999-03-28,1999-04-14
344,1997-05-08,1997-05-11
143,1998-07-19,1998-08-11
338,1999-02-18,1999-02-19
30,2000-02-24,2017-12-28
759,1997-04-02,1997-04-24
892,1997-02-06,1997-02-15
244,1996-10-10,1996-10-30
726,1999-02-04,1999-02-14
368,1998-12-02,1998-12-27
863,1999-01-28,1999-02-22
902,1996-09-04,1996-09-29
597,1999-06-18,1999-06-21
357,1995-09-09,1995-09-25
85,1995-12-11,1996-01-10
53,1996-08-23,1996-09-14
586,1996-06-29,1996-07-21
262,1996-09-13,1996-10-09
618,1999-01-18,1999-02-14
886,1997-01-08,1997-01-12
582,1999-05-27,1999-06-06
874,1995-11-25,1995-11-30
215,1998-10-13,1998-10-20
896,2000-03-26,2000-04-15
129,1996-01-05,1996-01-28
414,2000-01-01,2000-01-23
865,1997-11-12,1997-12-09
246,1999-03-26,1999-04-17
181,1998-04-09,1998-05-04
458,1998-04-17,1998-05-06
233,1999-06-22,1999-07-12
904,2000-06-09,2000-07-07
197,1998-02-15,1998-03-07
662,1999-07-16,1999-07-27
520,1995-06-28,1995-07-23
93,1996-06-18,1996-07-10
104,1998-05-27,1998-06-21
897,1996-12-08,1996-12-10
189,1997-04-13,1997-04-28
503,1999-03-18,1999-03-25
162,2000-02-08,2000-02-23
869,1998-12-03,1998-12-06
406,1995-12-11,1996-01-09
340,1997-07-27,1997-08-05
710,1999-11-03,1999-11-30
540,1999-09-14,1999-10-03
287,1997-07-20,1997-07-27
936,1997-06-10,1997-06-25
618,1998-04-19,1998-05-03
407,1997-11-20,1997-12-18
645,2000-10-23,2017-12-29
201,1997-02-15,1997-03-02
726,1997-04-03,1997-04-10
